_dataobs_,Pool,Horses,Sold_Price,City_Town_Code,Approx_SQFT,Bedrooms_Plus,Year_Built,__Bedrooms,__Bathrooms,__of_Interior_Levels,Exterior_Stories,Elementary_School,Jr__High_School,High_School,Elem_School_Dist__,High_School_Dist__,Approx_Lot_SqFt,Dwelling_Styles,Loan_Type
17638,Private,N,595000,Scottsdale,1996,3,1994,3,2,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,7216,Detached,Conventional
17639,Private,N,580000,Chandler,3344,5,2004,4,2.5,2,2,Ira A. Fulton,Santan Junior High,Hamilton,80,80,15980,Detached,Conventional
17640,None,N,552000,Scottsdale,2164,4,1993,4,3,1,1,Redfield Elementary,Desert Canyon,Desert Mountain High,48,48,6891,Detached,Conventional
17641,Private,N,540000,Fountain Hills,2079,3,1988,3,2,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,11909,Detached,Cash
17642,Community,N,540000,Tempe,1917,4,2018,3,2,1,1,Kyrene de las Manita,Kyrene del Pueblo,Mountain Pointe,28,213,4500,Detached,Conventional
17643,None,N,530000,Chandler,2596,5,2014,4,2.5,1,1,Haley Elementary,San Tan,Perry,80,80,8114,Detached,Conventional
17644,Private,N,515000,Chandler,2219,4,2001,4,3,1,1,Santan Elementary,Santan Junior High,Perry,80,80,11405,Detached,Conventional
17645,Private,N,515000,Scottsdale,1846,3,1985,3,2,1,1,Laguna,Mountainside,Desert Mt Middle Sch,48,48,7882,Detached,Cash
17646,None,N,500000,Scottsdale,4260,0,1963,0,2,1,1,Sandpiper,Desert Shadows Scott,Horizon School,69,69,38764,Detached,Cash
17647,Private,N,453000,Chandler,1833,4,1994,4,2,1,1,Robert and Danell Ta,Santan Junior High,Hamilton,80,80,7061,Detached,Conventional
17648,None,N,445000,Chandler,2322,4,2000,3,2,1,1,Rudy G. Bologna,San Tan,Perry,80,80,7700,Detached,Conventional
17649,None,N,415000,Tempe,2356,4,1964,3,2,3,2,Arredondo Elem,Connolly,Tempe High School,3,213,7963,Detached,Conventional
17651,Both,N,395500,Tempe,2322,4,1977,4,2.5,2,2,Rover,Fees,Marcos De Niza,213,213,5700,Detached,Conventional
17653,None,N,370000,Scottsdale,1496,3,1957,3,2,1,1,Tonalea,Supai,Coronado High,48,48,8399,Detached,Cash
17654,Community,N,350000,Chandler,1896,5,2001,4,2.5,2,2,Jane D. Hull,Santan Junior High,Basha High,80,80,3751,Detached,Cash
17655,Community,N,350000,Tempe,1506,3,1989,3,2.5,2,2,C. I. Waggoner,Kyrene Middle,Corona del Sol,28,213,2853,Detached,Conventional
17656,Community,N,340000,Tempe,1505,3,1988,3,2.5,2,2,Kyrene de la Maripos,Kyrene Middle,Corona del Sol,28,213,3833,Detached,VA
17658,None,N,309900,Chandler,1249,3,1979,3,2,1,1,Pomeroy,Hendrix,Dobson,80,80,6273,Detached,Conventional
17660,Private,N,1385000,Chandler,6200,8,2005,6,3.5,2,1,Jane D. Hull,Santan Junior High,Basha High,80,80,20140,Detached,Cash
17663,Private,N,1085000,Scottsdale,4125,5,1996,5,3.5,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,14697,Detached,Conventional
17664,Community,N,1000000,Scottsdale,2849,4,2015,4,3,1,1,Copper Ridge,Copper Ridge Middle,Chaparral High,48,48,9373,Detached,Conventional
17666,Private,N,940000,Scottsdale,3537,6,1985,5,3.5,1,1,Cochise,Cocopah,Chaparral High,48,48,14008,Detached,Conventional
17667,Both,N,795000,Scottsdale,2737,5,1994,4,2.5,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,10565,Detached,Conventional
17668,Private,N,750000,Scottsdale,2436,4,1961,4,3,1,1,Tonalea,Supai,Coronado High,48,48,7007,Detached,Other
17671,Private,N,697000,Scottsdale,2710,4,1996,4,3,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,69,69,9606,Detached,Cash
17672,Private,N,631000,Scottsdale,2467,4,1987,4,2.5,1,1,Laguna,Mountainside,Desert Mountain High,48,48,13763,Detached,Conventional
17673,Private,N,600000,Chandler,2572,4,1996,4,3,1,1,Ann Marie Jacobson,Bogle Junior High,Hamilton,80,80,8634,Detached,Conventional
17674,Private,N,583555,Chandler,3610,6,2002,4,3.5,2,2,Ira A. Fulton,Santan Junior High,Hamilton,80,80,8400,Detached,Conventional
17675,Private,N,539900,Scottsdale,1473,3,1962,3,2,1,1,Tonalea,Supai,Coronado High,48,48,9069,Detached,Conventional
17676,None,N,530000,Scottsdale,1824,3,1995,3,2,1,1,Cheyene Elementary,Desert Canyon Middle,Desert Mountain High,48,48,6282,Detached,Conventional
17677,Private,N,520000,Scottsdale,1450,4,1960,4,2,1,1,Tonalea,Tonalea,Coronado High,48,48,8763,Attached,Conventional
17678,Private,N,510000,Scottsdale,1812,3,1987,2,2,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,7157,Detached,Cash
17679,None,N,498000,Scottsdale,1372,3,1961,3,2,1,1,Pueblo,Mohave,Saguaro High,48,48,6315,Detached,Conventional
17680,None,N,480000,Tempe,2698,5,1988,5,3,2,2,Kyrene de la Maripos,Kyrene del Pueblo,Corona del Sol,28,213,8546,Detached,Cash
17681,Private,N,477000,Scottsdale,2188,4,1991,3,2.5,2,2,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,7246,Detached,Conventional
17682,None,N,456000,Scottsdale,2040,3,1960,3,2,1,1,Hohokam Coolidge,Supai,Coronado High,48,48,6810,Detached,Conventional
17684,None,N,385000,Tempe,1708,3,1974,3,2,1,1,Fuller,Fees,Marcos De Niza,3,3,7349,Detached,Conventional
17686,None,N,375000,Tempe,2360,5,1971,4,3.5,3,2,Arredondo Elem,Connolly,McClintock,3,213,8272,Detached,Conventional
17687,None,N,373000,Chandler,2219,5,1993,4,3,2,2,Dr. Howard K. Conley,John M Andersen Jr H,Hamilton,80,80,4948,Detached,Conventional
17688,Private,N,347200,Chandler,1701,3,1984,3,2,1,1,CT Freedom,Challenger,Chandler High,80,80,7915,Detached,Cash
17691,None,N,305000,Chandler,1465,3,1983,2,2,1,1,Sanborn,Willis,Chandler High,80,80,7700,Detached,Conventional
17692,Private,N,281000,Chandler,1000,2,1996,2,1,1,1,Galveston,Willis,Chandler High,80,80,6447,Detached,Conventional
17693,None,N,270000,Chandler,1099,3,1981,3,2,1,1,John M. Andersen,John M Andersen Jr H,Chandler High,80,80,7593,Detached,Conventional
17694,Private,N,1350000,Fountain Hills,5164,6,2009,4,4.5,2,2,McDowell Mountain,Fountain Hills,Fountain Hills,98,98,21352,Detached,Conventional
17695,Both,N,1100000,Scottsdale,3806,4,1996,4,4.5,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,14573,Detached,Cash
17696,Private,N,976000,Scottsdale,2840,5,1998,4,3.5,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,11169,Detached,Conventional
17697,Private,N,870000,Scottsdale,2386,4,1978,4,2.5,1,1,Kiva,Mohave,Sahuaro,48,48,10156,Detached,Conventional
17698,Community,N,870000,Scottsdale,3069,5,1995,4,2.5,2,2,Kiva,Mohave,Saguaro,48,48,6406,Detached,Conventional
17699,Private,Y,772000,Scottsdale,3147,5,2004,4,4,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,45260,Detached,VA
17700,Private,N,700000,Scottsdale,2492,5,1989,4,2,1,1,Whispering Wind,Sunrise Middle,Horizon School,69,69,9006,Detached,Conventional
17701,Private,Y,657550,Chandler,3461,6,2001,5,3,2,1,Ira A. Fulton,Santan Junior High,Hamilton,80,80,43560,Detached,Cash
17702,Private,N,600000,Scottsdale,2046,3,1985,3,2,1,1,Laguna,Mountainside,Desert Mountain,48,48,7677,Detached,VA
17703,Private,N,540000,Scottsdale,2413,5,1997,3,2.5,2,2,Pinnacle Peak,Mountain Trail,Pinnacle,69,69,7352,Detached,Conventional
17705,Private,N,401000,Chandler,1839,4,1998,4,2,1,1,Kyrene de la Paloma,Kyrene del Pueblo,Mountain Pointe,28,213,7061,Detached,Conventional
17707,Private,N,359900,Tempe,1712,4,1962,4,2,3,2,Yavapai,Supai,Coronado,48,48,6003,Detached,Conventional
17708,None,N,340000,Chandler,1474,3,1985,3,2,1,1,CTA Humphrey,Willis,Perry,80,80,7566,Detached,Conventional
17709,Private,N,325000,Chandler,1327,3,1986,3,2,2,2,Kyrene del Sureno,Kyrene Aprende,Corona del Sol,28,28,4944,Detached,VA
17710,Both,N,1350000,Scottsdale,3944,6,2001,4,3.5,1,1,Desert Canyon,Desert Canyon Middle,Desert Mountain High,48,48,12036,Detached,Conventional
17711,Private,N,1100000,Scottsdale,4184,6,2005,3,3,2,2,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,67155,Detached,Cash
17712,Both,N,1040000,Scottsdale,3784,5,1996,4,2.5,2,2,Desert Sun,Sonoran Trails,Cactus Shadows,48,48,16891,Detached,Conventional
17714,Private,N,829000,Scottsdale,3089,3,1999,3,2.5,1,1,Desert Willow Cave,Sonoran Trails,Cactus Shadows,93,93,16753,Detached,Conventional
17715,Private,N,719000,Scottsdale,2579,5,1997,4,3,1,1,Grayhawk,Desert Shadows Scott,Paradise Valley,69,69,8610,Detached,Cash
17716,Community,N,712500,Scottsdale,2468,4,2000,4,2.5,1,1,Copper Ridge,Copper Ridge Middle,Chaparral High,48,48,7045,Detached,Conventional
17717,Both,N,700000,Scottsdale,2127,3,1999,3,2.5,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,6049,Detached,Conventional
17718,Private,N,682000,Scottsdale,2273,3,1979,3,2,1,1,Cochise,Cocopah,Chaparral High,48,48,12635,Detached,Conventional
17719,None,N,670000,Chandler,2855,5,2018,5,3,1,1,Haley Elementary,Santan Junior High,Perry,80,80,9981,Detached,Cash
17720,Private,N,650000,Scottsdale,2663,5,1999,4,3,2,2,Grayhawk,Desert Sands,Pinnacle,69,69,5750,Detached,Conventional
17721,Community,N,645000,Fountain Hills,1805,3,2002,2,2.5,1,1,Four Peaks Ftn Hills,Fountain Hills Middl,Fountain Hills,98,98,6039,Detached,Conventional
17722,Private,N,625000,Fountain Hills,3044,6,1984,4,2.5,2,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,10014,Detached,Conventional
17723,Private,N,615000,Chandler,3853,6,1998,4,3,2,2,Ann Marie Jacobson,Bogle Junior High,Hamilton,80,80,9430,Detached,Conventional
17724,Private,N,602500,Scottsdale,1750,4,1959,4,2,1,1,Navajo,Mohave,Saguaro,48,48,10061,Detached,Conventional
17725,None,N,554000,Chandler,3435,6,2007,5,3.5,2,2,Audrey and Robert Ry,Willie & Coy Payne J,Perry,80,80,8020,Detached,Conventional
17726,Private,N,540000,Scottsdale,1941,4,1959,3,1.75,1,1,Hohokam Scottsdale,Supai,Coronado,48,48,7999,Detached,Conventional
17727,Private,N,530000,Tempe,2145,4,1966,4,3,1,1,Broadmor Elementary,Connolly,Tempe High School,3,213,8455,Detached,Conventional
17728,Private,N,510000,Scottsdale,1705,3,1977,3,2,1,1,Kiva,Mohave,Saguaro High,48,48,8800,Detached,Conventional
17729,Private,N,480000,Tempe,1758,3,1994,3,2,1,1,Kyrene del Norte,Kyrene Aprende,Marcos De Niza,28,213,6155,Detached,Conventional
17730,None,N,465000,Fountain Hills,2698,5,1974,3,2,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,19850,Detached,Conventional
17731,None,N,455000,Chandler,3803,7,2005,6,4,2,2,Navarrete,Willie & Coy Payne J,Basha High,80,80,8125,Detached,Conventional
17732,Private,N,447000,Scottsdale,1592,4,1985,4,2,1,1,Sandpiper,Desert Shadows,Horizon School,69,69,6585,Detached,Cash
17734,Private,N,395000,Scottsdale,2019,3,1973,3,2,1,1,Kiva,Mohave,Saguaro,48,48,5748,Detached,Cash
17735,None,N,380000,Scottsdale,2371,5,1999,4,2.5,2,2,Grayhawk,Desert Shadows Scott,Pinnacle,69,69,3015,Detached,Conventional
17736,None,N,340000,Chandler,1764,3,2005,3,2,1,1,Navarrete,Willie & Coy Payne J,Basha High,80,80,8660,Detached,Conventional
17737,None,N,337000,Chandler,1541,4,1995,4,2,1,1,Shumway,Willis,Chandler High,80,80,6006,Detached,Conventional
17738,Private,N,325000,Chandler,1514,4,1983,4,2,1,1,Sirrine,Hendrix,Dobson,4,4,7186,Detached,Cash
17739,Private,N,1495000,Scottsdale,3545,3,1996,3,3.5,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,28312,Detached,Conventional
17740,Private,N,1405000,Scottsdale,3499,4,1985,3,2.5,1,1,Laguna,Mountainside,Desert Mountain High,48,48,11544,Detached,Cash
17745,Private,N,1150000,Scottsdale,4275,5,2003,5,4.5,1,1,Laguna,Mountainside,Desert Mountain,48,48,63375,Detached,Conventional
17746,Private,N,1129000,Scottsdale,3916,5,1994,4,3.5,1,1,Pinnacle Peak,Mountain Trail,Pinnacle,69,69,62275,Detached,Conventional
17747,Private,N,1071400,Chandler,4248,5,2005,5,4.5,1,1,T. Dale Hancock,Bogle Junior High,Hamilton,80,80,19342,Detached,Cash
17748,Private,N,975000,Chandler,4332,7,2004,5,4,2,2,Haley Elementary,Santan Junior High,Perry,80,80,15071,Detached,Conventional
17749,Both,N,850000,Scottsdale,2564,3,1999,2,2.5,1,1,Cochise,Cocopah,Chaparral High,48,48,8395,Detached,Cash
17750,None,N,835000,Scottsdale,2226,4,1960,4,3,1,1,Tavan,Ingleside,Arcadia High,48,48,13238,Detached,Conventional
17751,None,Y,775000,Scottsdale,3215,5,2007,5,4,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,89531,Detached,Conventional
17752,Community,N,750000,Scottsdale,2459,4,1994,2,2.5,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,10427,Detached,Cash
17753,Private,N,724900,Scottsdale,2706,4,1994,4,2.5,1,1,Pinnacle Peak,Mountain Trail,Pinnacle,69,69,9063,Detached,Conventional
17754,Private,N,710000,Chandler,3216,5,2012,4,3,1,1,John & Carol Carlson,Willie & Coy Payne J,Basha High,80,80,9464,Detached,Conventional
17756,Private,N,695000,Scottsdale,2230,3,1983,3,2,1,1,Sequoya,Cocopah,Chaparral High,48,48,19953,Detached,Other
17757,Private,N,695000,Scottsdale,2407,4,1979,4,2,1,1,Sequoya,Cocopah,Chaparral High,48,48,18512,Detached,VA
17759,Private,N,664500,Chandler,4639,6,2001,5,3.5,2,2,San Tan,Santan Junior High,Basha High,80,80,11830,Detached,Conventional
17761,None,N,620000,Scottsdale,2725,4,1992,4,2.5,1,1,North Ranch,Desert Shadows Scott,Horizon School,69,69,7770,Detached,Cash
17763,None,Y,607065,Scottsdale,2451,4,2021,4,3,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,43652,Detached,Conventional
17764,None,N,601000,Fountain Hills,2118,3,1994,3,2,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,19010,Detached,Conventional
17765,Private,N,600000,Scottsdale,2135,3,1994,3,2,1,1,Copper Ridge,Copper Ridge Middle,Chaparral High,48,48,8127,Detached,Conventional
17767,Private,N,595000,Scottsdale,2148,4,1977,4,2,1,1,Liberty Scottsdale,Sunrise Middle,Paradise Valley,69,69,9893,Detached,Conventional
17769,Private,N,595000,Scottsdale,2353,4,1979,4,2,1,1,Cochise,Cocopah,Chaparral High,48,48,11703,Detached,Conventional
17770,Private,N,595000,Tempe,2445,5,1994,4,2,1,1,Kyrene del Norte,Kyrene Middle,Marcos De Niza,28,213,7166,Detached,Conventional
17771,None,N,586000,Scottsdale,1838,4,1979,3,2,1,1,Desert Springs,Desert Shadows Scott,Horizon School,69,69,8029,Detached,Conventional
17773,Private,N,549500,Scottsdale,1508,3,1996,2,2,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,6160,Detached,Other
17774,Private,N,525000,Scottsdale,2014,6,1958,4,2,1,1,Pima,Tonalea,Coronado High,48,48,6778,Detached,Conventional
17776,None,N,499990,Scottsdale,1512,3,1958,3,2,1,1,Tonalea,Supai,Coronado High,48,48,6112,Detached,Conventional
17777,Private,N,480000,Fountain Hills,2083,3,1997,3,2,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,13761,Detached,Conventional
17778,None,N,475000,Scottsdale,1800,4,1991,4,2,1,1,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,5256,Detached,Conventional
17779,Community,N,463817,Chandler,2410,5,2021,4,2.5,2,2,Basha Elementary Sch,Santan Junior High,Hamilton,80,80,2794,Detached,Conventional
17780,Private,N,460000,Chandler,1922,3,2000,3,2,1,1,Basha Elementary Sch,Bogle Junior High,Hamilton,80,80,7813,Detached,VA
17781,None,N,450000,Tempe,1438,3,1948,3,2,1,1,Broadmor Elementary,Connolly,Tempe High School,3,3,9940,Detached,Conventional
17782,Both,N,445000,Chandler,1862,4,1984,4,2,1,1,Kyrene del Cielo,Kyrene Aprende,Corona del Sol,28,213,8851,Detached,Conventional
17783,Both,N,431000,Chandler,2159,4,2000,3,2,1,1,Jane D. Hull,Basha High,Basha High,80,80,7444,Detached,Cash
17785,Private,N,423675,Fountain Hills,3129,4,1985,4,3.5,2,2,Four Peaks Ftn Hills,Fountain Hills Middl,Fountain Hills,98,98,10559,Detached,Other
17787,Private,N,412450,Chandler,2049,4,2001,4,2,1,1,CTA Humphrey,San Tan,Perry,80,80,7200,Detached,Conventional
17788,None,N,411000,Scottsdale,1229,3,1985,3,2,1,1,Sandpiper,Desert Shadows,Horizon,69,69,7648,Detached,Conventional
17789,Community,N,390000,Chandler,2275,5,2015,4,3,2,2,CTA Liberty,Greenfield Junior Hi,Perry,80,80,3399,Detached,Cash
17790,None,N,390000,Chandler,2112,3,1990,3,2,2,1,Shumway,Willis,Chandler High,80,80,5175,Detached,Conventional
17792,Private,N,385000,Chandler,1488,3,2000,3,2,1,1,Rudy G. Bologna,Willis,Perry,80,80,7800,Detached,Conventional
17793,Community,N,385000,Chandler,1916,3,1990,3,2.5,2,2,Rudy G. Bologna,Willis,Perry,80,80,5014,Detached,Conventional
17795,None,N,369500,Tempe,1957,5,1961,5,2,1,1,Laird,Laird,McClintock,3,213,6882,Detached,Conventional
17796,None,N,335000,Tempe,1233,3,1995,3,2,1,1,Kyrene de la Maripos,C. I. Waggoner,Corona del Sol,213,213,4935,Detached,Cash
17797,None,N,330000,Chandler,2082,4,2004,4,2,1,1,San Tan,San Tan,Basha High,80,80,7440,Detached,Cash
17798,None,N,330000,Chandler,1541,3,1985,3,2,2,1,John M. Andersen,John M Andersen Jr H,Chandler High,80,80,7536,Detached,Conventional
17799,None,N,325000,Tempe,1411,3,1970,3,2,1,1,Curry,Connolly,McClintock,3,213,7688,Detached,Conventional
17800,None,N,232000,Chandler,776,2,1947,2,1,1,1,Hartford Sylvia Enci,John M Andersen Elem,Chaparral High,80,80,8940,Detached,Conventional
17802,Private,N,1250000,Scottsdale,4163,5,2006,4,4.5,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,47123,Detached,Conventional
17805,Private,N,1117500,Scottsdale,4397,6,2007,4,4.5,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,35366,Detached,Conventional
17807,Private,N,990000,Scottsdale,2966,7,1979,5,3,1,1,Cochise,Cocopah,Chaparral High,48,48,10603,Detached,Other
17808,Both,N,967000,Scottsdale,2774,5,2013,3,2.5,1,1,Copper Ridge,Copper Ridge,Chaparral High,48,48,9548,Detached,Cash
17809,Private,N,965000,Chandler,4530,7,2000,5,3.5,2,2,Ann Marie Jacobson,Bogle Junior High,Hamilton,80,80,20647,Detached,Conventional
17810,Community,N,950000,Scottsdale,1990,3,1993,3,2,1,1,Kiva,Mohave,Saguaro High,48,48,6384,Detached,Conventional
17812,Private,N,737500,Chandler,3485,8,2005,5,4,2,2,Ira A. Fulton,Santan Junior High,Hamilton,80,80,10818,Detached,Conventional
17813,Private,N,734290,Scottsdale,3096,4,1996,4,2.5,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,10359,Detached,Cash
17815,Private,N,699000,Scottsdale,3050,4,1987,3,3,3,2,Liberty Scottsdale,Sunrise Middle,Horizon School,69,69,9230,Detached,Conventional
17816,Private,N,680800,Scottsdale,2360,4,1984,3,2,1,1,Liberty Scottsdale,Sunrise Middle,Horizon,69,69,14273,Detached,Conventional
17818,Private,N,670000,Scottsdale,2198,4,1985,4,2.5,1,1,Laguna,Mountainside,Desert Mountain High,48,48,11141,Detached,VA
17819,Private,N,644000,Scottsdale,2081,4,1979,4,2,1,1,Cochise,Cocopah,Chaparral High,48,48,8949,Detached,Cash
17820,Private,N,625000,Scottsdale,2494,4,1978,4,2.5,1,1,Desert Shadows,Desert Shadows Scott,Horizon School,69,69,13833,Detached,Conventional
17821,Private,N,625000,Scottsdale,2262,4,1976,4,3,1,1,Desert Shadows,Desert Shadows Scott,Horizon School,69,69,16103,Detached,Conventional
17822,Community,N,625000,Scottsdale,1667,3,2002,2,2,1,1,Desert Canyon Middle,Desert Canyon Middle,Desert Mountain High,48,48,6569,Attached,Conventional
17823,Private,N,610000,Scottsdale,3611,5,1990,5,3.5,2,2,Whispering Wind,Sunrise Middle,Horizon,69,69,9320,Detached,Conventional
17825,Private,N,600000,Scottsdale,2454,3,1979,3,2.5,1,1,Copper Ridge,Copper Ridge Middle,Chaparral High,48,48,18936,Detached,Conventional
17826,Private,N,590000,Scottsdale,2163,5,1962,4,2,3,2,Pueblo,Mohave,Saguaro High,48,48,7764,Detached,Conventional
17827,Private,N,589900,Scottsdale,2097,4,1979,4,2,1,1,Liberty Scottsdale,Sunrise Middle,Horizon,69,69,12489,Detached,Cash
17828,Community,N,575000,Scottsdale,1992,5,2000,4,2,1,1,Desert Canyon,Desert Canyon Middle,Desert Mountain High,48,48,5310,Detached,Conventional
17830,Private,N,565000,Scottsdale,3450,3,1988,3,2.5,2,2,Whispering Wind,Sunrise Middle,Horizon School,69,69,9114,Detached,Conventional
17831,Community,N,565000,Scottsdale,1838,3,1986,3,2,1,1,Laguna,Mountainside,Desert Mountain High,48,48,5860,Detached,Conventional
17834,Private,N,545000,Chandler,3903,7,2004,5,4,2,2,Navarrete,Willie & Coy Payne J,Basha High,80,80,12667,Detached,Conventional
17835,None,N,540000,Chandler,2589,5,2008,5,3,1,1,Audrey and Robert Ry,Willie & Coy Payne J,Perry,80,80,10000,Detached,Conventional
17836,Private,N,525000,Chandler,2850,4,1995,4,2.5,1,1,Kyrene de la Mirada,Kyrene del Pueblo,Mountain Pointe,28,213,8756,Detached,Cash
17837,Private,N,516000,Chandler,2537,5,1998,4,3,1,1,Sanborn,Willis,Chandler High,80,80,7701,Detached,Conventional
17838,Private,N,510000,Chandler,2658,5,1997,4,2.75,2,1,Kyrene de la Paloma,Kyrene del Pueblo,Corona del Sol,28,213,6896,Detached,Conventional
17839,None,N,506000,Chandler,1990,4,1987,3,2,1,1,Kyrene de las Brisas,Kyrene Aprende,Corona del Sol,28,213,13995,Detached,Conventional
17840,Community,N,490000,Chandler,2324,4,2019,3,3,2,2,Kyrene de las Manita,Kyrene del Pueblo,Mountain Pointe,28,213,3150,Detached,Conventional
17841,None,N,476000,Chandler,2592,4,1988,4,2,1,1,Ann Marie Jacobson,Bogle Junior High,Hamilton,80,80,10385,Detached,Cash
17842,Community,N,475000,Scottsdale,1560,2,1996,2,2,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,5298,Detached,Cash
17843,None,N,475000,Scottsdale,1812,3,1981,3,2,1,1,North Ranch,Desert Shadows Scott,Horizon School,69,69,9935,Detached,Conventional
17844,Private,N,470000,Chandler,2267,4,2004,4,2,1,1,Haley Elementary,Santan Junior High,Perry,80,80,7130,Detached,Conventional
17845,Private,N,437000,Fountain Hills,2151,4,1984,4,2.5,2,2,Foothills Phoenix,Fountain Hills Middl,Fountain Hills,98,98,18243,Detached,Conventional
17847,None,N,422000,Chandler,2510,5,2001,5,3,2,2,Jane D. Hull,Santan Junior High,Basha High,80,80,8220,Attached,Conventional
17849,Private,N,401000,Chandler,2008,4,1988,3,2.5,2,2,Kyrene de la Paloma,Kyrene del Pueblo,Corona del Sol,28,213,9875,Detached,Conventional
17850,None,N,390000,Tempe,1280,3,1959,3,2,1,1,Holdeman,Gililland,Tempe High School,3,213,6965,Detached,Conventional
17851,Private,N,385000,Tempe,1980,4,1973,4,2,1,1,Kyrene del Norte,Kyrene Middle,Marcos De Niza,28,213,8146,Detached,Conventional
17853,None,N,378000,Chandler,2080,5,2004,5,2.75,2,2,Sirrine,Hendrix,Dobson,4,4,4181,Detached,Conventional
17854,None,N,372900,Tempe,1856,3,1971,3,2,1,1,Fuller,Fees,McClintock,3,3,10215,Detached,Conventional
17855,Private,N,365500,Tempe,1580,5,1980,4,2,1,1,Wood,Fees,Marcos De Niza,3,213,8934,Detached,Conventional
17858,Community,N,335000,Chandler,1372,4,1985,4,2,1,1,Kyrene del Cielo,Kyrene Aprende,Corona del Sol,28,213,5262,Detached,FHA
17859,Community,N,317500,Chandler,1172,3,1991,3,2,1,1,Kyrene del Sureno,Kyrene Aprende,Corona del Sol,28,213,4090,Detached,Cash
17860,Community,N,317000,Chandler,1205,3,2005,3,2,1,1,Rudy G. Bologna,Santan Junior High,Perry,80,80,3647,Detached,Conventional
17862,Both,N,1285000,Scottsdale,3954,5,1998,5,4.5,1,1,Anasazi Elementary,Mountainside,Desert Mountain,48,48,23391,Detached,Cash
17863,Private,N,1025000,Scottsdale,3421,4,1996,3,3,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,38996,Detached,Other
17864,Both,N,935000,Scottsdale,3265,4,2005,3,3.5,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,10194,Detached,Conventional
17865,Private,N,890000,Scottsdale,3391,6,1996,5,3,2,2,Sandpiper,Desert Shadows Scott,Horizon School,69,69,10507,Detached,Conventional
17866,None,N,870000,Scottsdale,2617,5,2015,4,3,1,1,Pima,Supai,Coronado High,48,48,8084,Detached,Conventional
17867,Private,N,848000,Scottsdale,3068,4,1994,4,2.5,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,20087,Detached,Cash
17869,Both,N,750000,Scottsdale,2653,6,1994,4,2,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,11156,Detached,Conventional
17870,Private,N,670000,Chandler,3231,6,2006,5,3.5,1,1,Audrey and Robert Ry,Willie & Coy Payne J,Basha High,80,80,12223,Detached,Conventional
17871,Private,N,653900,Scottsdale,2047,3,1979,3,2,1,1,Kiva,Mohave,Saguaro High,48,48,7208,Detached,Other
